"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"NordVPN","","16986959","Christmas Holiday Deal - Up to 73% off + 3 extra months  (affiliate-christmas-campaign-cookies-gb-320x280.png)","Christmas Holiday Deal - Up to 73% off + 3 extra months  (affiliate-christmas-campaign-cookies-gb-320x280.png)","","Banner","N/A","N/A","9-Dec-2024","<a href=""https://www.jdoqocy.com/click-101501157-16986959"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-16986959"" width=""320"" height=""280"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828466?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-16986959","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","16986995","Christmas Holiday Deal - Up to 74% off + 3 extra months (affiliate-christmas-campaign-cookies-nl-728x90.png)","Christmas Holiday Deal - Up to 74% off + 3 extra months (affiliate-christmas-campaign-cookies-nl-728x90.png)","","Banner","N/A","N/A","9-Dec-2024","<a href=""https://www.jdoqocy.com/click-101501157-16986995"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-16986995"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828467?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-16986995","N/A","","","","Computer SW","4837117","Active","Dutch","No"
"NordVPN","","17007743","New year New Deal Up to 72% off Limited-time offer (affiliate-new-year-2025-campaign-800x600-de)","New year New Deal Up to 72% off Limited-time offer (affiliate-new-year-2025-campaign-800x600-de)","","Banner","N/A","N/A","10-Jan-2025","<a href=""https://www.kqzyfj.com/click-101501157-17007743"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17007743"" width=""800"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828468?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-17007743","N/A","","","","Computer SW","4837117","Active","German","No"
"NordVPN","","17007881","New Year New Deal Up to 70% off Limited-time offer (affiliate-new-year-2025-campaign-728x90-ja)","New Year New Deal Up to 70% off Limited-time offer (affiliate-new-year-2025-campaign-728x90-ja)","","Banner","N/A","N/A","10-Jan-2025","<a href=""https://www.anrdoezrs.net/click-101501157-17007881"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17007881"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828469?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-17007881","N/A","","","","Computer SW","4837117","Active","Japanese","No"
"NordVPN","","17024202","Up to 70% off + 6 months free (affiliate-birthday-campaign-illustration-1200x628-zh-cn)","Up to 70% off + 6 months free (affiliate-birthday-campaign-illustration-1200x628-zh-cn)","","Banner","N/A","N/A","6-Feb-2025","<a href=""https://www.kqzyfj.com/click-101501157-17024202"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17024202"" width=""1200"" height=""628"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828470?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-17024202","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15640773","faster-than-ever-no-120x240","faster-than-ever-no-120x240","","Banner","N/A","N/A","12-Oct-2023","<a href=""https://www.anrdoezrs.net/click-101501157-15640773"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15640773"" width=""240"" height=""240"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828485?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15640773","N/A","","","","Computer SW","4837117","Active","Norwegian","No"
"NordVPN","","15877181","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1500x300-ja)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1500x300-ja)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101501157-15877181"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-15877181"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828486?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-15877181","N/A","","","","Computer SW","4837117","Active","Japanese","No"
"NordVPN","","17072864","NordVPN Special DE","Special German affiliate LP","special, Germany, DE","Text Link","N/A","N/A","22-Apr-2025","Get the best deal <a href=""https://www.tkqlhce.com/click-101501157-17072864"" target=""_top"">here</a><img src=""https://www.lduhtrp.net/image-101501157-17072864"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828487?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-17072864","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","17085981","Up to 76% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-300x250-us)","Up to 76% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-300x250-us)","","Banner","N/A","N/A","12-May-2025","<a href=""https://www.tkqlhce.com/click-101501157-17085981"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17085981"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828488?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-17085981","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15877093","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-728x90-de)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-728x90-de)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.jdoqocy.com/click-101501157-15877093"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15877093"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828489?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-15877093","N/A","","","","Computer SW","4837117","Active","German","No"
"NordVPN","","16937857","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-1500x300-da)","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-1500x300-da)","","Banner","N/A","N/A","15-Oct-2024","<a href=""https://www.kqzyfj.com/click-101501157-16937857"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-16937857"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56828490?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-16937857","N/A","","","","Computer SW","4837117","Active","Danish","No"
"NordVPN","","17024160","Up to 73% off + 6 months free (affiliate-birthday-campaign-twins-160x600-de-ch)","Up to 73% off + 6 months free (affiliate-birthday-campaign-twins-160x600-de-ch)","","Banner","N/A","N/A","6-Feb-2025","<a href=""https://www.dpbolvw.net/click-101501157-17024160"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-17024160"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828491?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-17024160","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","16938199","Black Friday Deal - Get 74% off + 3 extra months (affiliate-black-friday-campaign-320x50-fr)","Black Friday Deal - Get 74% off + 3 extra months (affiliate-black-friday-campaign-320x50-fr)","","Banner","N/A","N/A","15-Oct-2024","<a href=""https://www.jdoqocy.com/click-101501157-16938199"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-16938199"" width=""320"" height=""50"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828492?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-16938199","N/A","","","","Computer SW","4837117","Active","French","No"
"NordVPN","","17085905","Up to 73% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-pt-728x90)","Up to 73% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-pt-728x90)","","Banner","N/A","N/A","12-May-2025","<a href=""https://www.anrdoezrs.net/click-101501157-17085905"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17085905"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56828471?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-17085905","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15078184","2y Pricing Page link","Best Deal of the year: 2-year deal with 72% off, only £2.31/mo","","Text Link","$13.87 USD","$26.11 USD","21-Sep-2022","<a href=""https://www.kqzyfj.com/click-101501157-15078184"" target=""_top"">Best Deal of the year: 2-year deal with 72% off</a><img src=""https://www.tqlkg.com/image-101501157-15078184"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828472?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15078184","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15877221","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1500x300-zh-hk)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1500x300-zh-hk)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101501157-15877221"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15877221"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828473?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-15877221","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","16938167","Black Friday Deal - Get 74% off + 3 extra months (affiliate-black-friday-campaign-1500x300-fi)","Black Friday Deal - Get 74% off + 3 extra months (affiliate-black-friday-campaign-1500x300-fi)","","Banner","N/A","N/A","15-Oct-2024","<a href=""https://www.jdoqocy.com/click-101501157-16938167"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-16938167"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828474?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-16938167","N/A","","","","Computer SW","4837117","Active","Finnish","No"
"NordVPN","","17007865","New Year New Deal Up to 72% off Limited-time offer (affiliate-new-year-2025-campaign-250x300-us)","New Year New Deal Up to 72% off Limited-time offer (affiliate-new-year-2025-campaign-250x300-us)","","Banner","N/A","N/A","10-Jan-2025","<a href=""https://www.tkqlhce.com/click-101501157-17007865"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-17007865"" width=""250"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828475?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-17007865","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","17024575","Up to 70% off + up to 1 year free (affiliate-birthday-campaign-twins-768x1024-en-us.png)","Up to 70% off + up to 1 year free (affiliate-birthday-campaign-twins-768x1024-en-us.png)","","Banner","N/A","N/A","6-Feb-2025","<a href=""https://www.kqzyfj.com/click-101501157-17024575"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-17024575"" width=""768"" height=""1024"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828476?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-17024575","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15877097","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-800x600-de)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-800x600-de)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101501157-15877097"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-15877097"" width=""800"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828477?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-15877097","N/A","","","","Computer SW","4837117","Active","German","No"
"NordVPN","","17085931","Up to 70% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-ko-160x60)","Up to 70% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-ko-160x60)","","Banner","N/A","N/A","12-May-2025","<a href=""https://www.kqzyfj.com/click-101501157-17085931"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-17085931"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828478?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-17085931","N/A","","","","Computer SW","4837117","Active","Korean","No"
"NordVPN","","15640646","faster-than-ever-729x90","faster-than-ever-729x90","","Banner","$0.00 USD","N/A","12-Oct-2023","<a href=""https://www.tkqlhce.com/click-101501157-15640646"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15640646"" width=""729"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828479?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-15640646","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15640776","faster-than-ever-it-1500x300","faster-than-ever-it-1500x300","","Banner","N/A","N/A","12-Oct-2023","<a href=""https://www.jdoqocy.com/click-101501157-15640776"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15640776"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828480?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-15640776","N/A","","","","Computer SW","4837117","Active","Italian","No"
"NordVPN","","15877120","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-160x600-el)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-160x600-el)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.jdoqocy.com/click-101501157-15877120"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15877120"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56828481?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-15877120","N/A","","","","Computer SW","4837117","Active","Greek","No"
"NordVPN","","16938196","Black Friday Deal - Get 74% off + 3 extra months (affiliate-black-friday-campaign-300x50-fr)","Black Friday Deal - Get 74% off + 3 extra months (affiliate-black-friday-campaign-300x50-fr)","","Banner","N/A","N/A","15-Oct-2024","<a href=""https://www.anrdoezrs.net/click-101501157-16938196"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-16938196"" width=""300"" height=""50"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828482?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-16938196","N/A","","","","Computer SW","4837117","Active","French","No"
"NordVPN","","15640645","faster-than-ever-768x300","faster-than-ever-768x300","","Banner","$0.00 USD","N/A","12-Oct-2023","<a href=""https://www.tkqlhce.com/click-101501157-15640645"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15640645"" width=""768"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828483?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15640645","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15640764","faster-than-ever-no-1000x1000","faster-than-ever-no-1000x1000","","Banner","N/A","N/A","12-Oct-2023","<a href=""https://www.jdoqocy.com/click-101501157-15640764"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15640764"" width=""1000"" height=""1000"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828484?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15640764","N/A","","","","Computer SW","4837117","Active","Norwegian","No"
"NordVPN","","16937850","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-468x60-de)","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-468x60-de)","","Banner","N/A","N/A","15-Oct-2024","<a href=""https://www.kqzyfj.com/click-101501157-16937850"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-16937850"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56830168?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-16937850","N/A","","","","Computer SW","4837117","Active","German","No"
"NordVPN","","16986895","Christmas Holiday Deal - Up to 74% off + 3 extra months  (affiliate-christmas-campaign-cookies-cz-160x600.png)","Christmas Holiday Deal - Up to 74% off + 3 extra months  (affiliate-christmas-campaign-cookies-cz-160x600.png)","","Banner","N/A","N/A","9-Dec-2024","<a href=""https://www.tkqlhce.com/click-101501157-16986895"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-16986895"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56830170?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-16986895","N/A","","","","Computer SW","4837117","Active","Czech","No"
"NordVPN","","16986990","Christmas Holiday Deal - Up to 74% off + 3 extra months (affiliate-christmas-campaign-cookies-lt-1500x300.png)","Christmas Holiday Deal - Up to 74% off + 3 extra months (affiliate-christmas-campaign-cookies-lt-1500x300.png)","","Banner","N/A","N/A","9-Dec-2024","<a href=""https://www.tkqlhce.com/click-101501157-16986990"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-16986990"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56830172?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-16986990","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","17007789","New year New Deal Up to 70% off Limited-time offer (affiliate-new-year-2025-campaign-1200x628-sk)","New year New Deal Up to 70% off Limited-time offer (affiliate-new-year-2025-campaign-1200x628-sk)","","Banner","N/A","N/A","10-Jan-2025","<a href=""https://www.jdoqocy.com/click-101501157-17007789"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-17007789"" width=""1200"" height=""628"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56830174?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-17007789","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","17085968","Up to 70% off NordVPN + free eSIM data from Saily (affiliate-spring-global-2025-campaign-728x90-pt-br)","Up to 70% off NordVPN + free eSIM data from Saily (affiliate-spring-global-2025-campaign-728x90-pt-br)","","Banner","N/A","N/A","12-May-2025","<a href=""https://www.kqzyfj.com/click-101501157-17085968"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-17085968"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56830176?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-17085968","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15877063","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-768x300-fr)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-768x300-fr)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101501157-15877063"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15877063"" width=""768"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828493?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-15877063","N/A","","","","Computer SW","4837117","Active","French","No"
"NordVPN","","17007848","New Year New Deal Up to 70% off Limited-time offer (affiliate-new-year-2025-campaign-1200x1200-pt-br)","New Year New Deal Up to 70% off Limited-time offer (affiliate-new-year-2025-campaign-1200x1200-pt-br)","","Banner","N/A","N/A","10-Jan-2025","<a href=""https://www.dpbolvw.net/click-101501157-17007848"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-17007848"" width=""1200"" height=""1200"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828494?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-17007848","N/A","","","","Computer SW","4837117","Active","Portuguese","No"
"NordVPN","","17085917","Up to 72% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-970x90-gb)","Up to 72% off NordVPN + free eSIM data from Saily (affiliate-nord-vpn-saily-2025-campaign-970x90-gb)","","Banner","N/A","N/A","12-May-2025","<a href=""https://www.anrdoezrs.net/click-101501157-17085917"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17085917"" width=""970"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828495?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-17085917","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","16937852","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-1500x300-el)","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-1500x300-el)","","Banner","N/A","N/A","15-Oct-2024","<a href=""https://www.tkqlhce.com/click-101501157-16937852"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-16937852"" width=""1500"" height=""300"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56830182?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-16937852","N/A","","","","Computer SW","4837117","Active","Greek","No"
"NordVPN","","16937869","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-728x90)","Black Friday Deal - Get 74% off + 3 extra months  (affiliate-black-friday-campaign-728x90)","","Banner","$0.00 USD","N/A","15-Oct-2024","<a href=""https://www.kqzyfj.com/click-101501157-16937869"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-16937869"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56830184?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-16937869","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15877155","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1200x1200-zh-tw)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1200x1200-zh-tw)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.dpbolvw.net/click-101501157-15877155"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15877155"" width=""1200"" height=""1200"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828508?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-15877155","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15877192","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1920x192-ko)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1920x192-ko)","","Banner","$0.00 USD","N/A","7-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101501157-15877192"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-15877192"" width=""1920"" height=""192"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828509?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-15877192","N/A","","","","Computer SW","4837117","Active","Korean","No"
"NordVPN","","17024445","Up to 72% + up to 1 year free (affiliate-birthday-campaign-twins-650x250-en-us)","Up to 72% + up to 1 year free (affiliate-birthday-campaign-twins-650x250-en-us)","","Banner","N/A","N/A","6-Feb-2025","<a href=""https://www.kqzyfj.com/click-101501157-17024445"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-17024445"" width=""650"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56828510?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-17024445","N/A","","","","Computer SW","4837117","Active","English","No"
"NordVPN","","15640837","faster-than-ever-sv-468x60","faster-than-ever-sv-468x60","","Banner","N/A","N/A","12-Oct-2023","<a href=""https://www.tkqlhce.com/click-101501157-15640837"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15640837"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828511?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15640837","N/A","","","","Computer SW","4837117","Active","Swedish","No"
"NordVPN","","15877238","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1200x628-nl)","Get NordVPN Up to 73% off + 3 extra month (affiliate-august-sales-campaign-1200x628-nl)","","Banner","N/A","N/A","7-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101501157-15877238"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15877238"" width=""1200"" height=""628"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828512?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-15877238","N/A","","","","Computer SW","4837117","Active","Dutch","No"
"NordVPN","","15640809","faster-than-ever-fi-650x1000","faster-than-ever-fi-650x1000","","Banner","N/A","N/A","12-Oct-2023","<a href=""https://www.kqzyfj.com/click-101501157-15640809"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15640809"" width=""650"" height=""1000"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828519?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-15640809","N/A","","","","Computer SW","4837117","Active","Finnish","No"
